# TILEID  RA      DEC     GALB   STARS  IN_IMAGING
5875	 0.601974	 -20.676361	 -77.080352	 -1	 0
6358	 1.937842	 -7.756361	 -68.035049	 -1	 1
7386	 0.564771	 5.563639	 -55.212302	 -1	 1
7434	 0.584496	 16.063639	 -45.195343	 -1	 1
6867	 0.624800	 26.073639	 -35.509696	 -1	 1
6840	 0.734284	 40.253639	 -21.680720	 -1	 0
6338	 19.250270	 -20.246361	 -80.970049	 -1	 0
6364	 18.387884	 -7.786361	 -69.960647	 -1	 1
7360	 18.002954	 2.933639	 -59.531244	 -1	 1
7407	 18.213922	 15.863639	 -46.695144	 -1	 1
7367	 19.265526	 28.003639	 -34.526194	 -1	 1
6398	 16.643747	 40.203639	 -22.576114	 -1	 0
6091	 37.388456	 -19.776361	 -66.376156	 -1	 0
6047	 35.118784	 -8.406361	 -61.821106	 -1	 1
7639	 36.363081	 3.193639	 -52.136899	 -1	 1
7681	 35.823893	 15.853639	 -41.584065	 -1	 1
7699	 35.066641	 28.193639	 -30.715896	 -1	 1
6479	 34.671172	 40.883639	 -19.040936	 -1	 0
6055	 53.412498	 -20.806361	 -52.569273	 -1	 0
10049	 54.739545	 -8.896361	 -46.483844	 -1	 1
10072	 55.133132	 3.293639	 -39.142605	 -1	 0
10006	 54.112467	 15.343639	 -31.640770	 -1	 0
8840	 55.249628	 28.693639	 -20.957212	 -1	 0
6178	 54.657076	 76.723639	 16.943459	 -1	 0
10782	 71.504926	 -21.396361	 -36.692771	 -1	 0
10852	 72.056712	 -6.896361	 -30.477721	 -1	 1
8672	 72.133895	 4.503639	 -24.677470	 -1	 0
8641	 71.704265	 15.983639	 -18.486493	 -1	 0
6197	 72.191074	 73.393639	 17.892205	 -1	 0
6131	 73.950510	 87.243639	 25.770441	 -1	 0
10297	 90.603928	 -21.156361	 -19.923035	 -1	 0
10790	 87.850032	 -9.196361	 -17.481607	 -1	 0
9147	 91.290162	 64.393639	 19.515283	 -1	 0
6199	 92.061445	 74.403639	 23.226415	 -1	 0
7563	 107.151950	 29.073639	 16.248132	 -1	 0
7570	 108.332249	 40.063639	 21.005047	 -1	 1
9080	 107.711261	 50.583639	 23.582337	 -1	 1
7236	 109.190841	 65.633639	 27.120268	 -1	 1
7238	 109.899165	 76.323639	 27.959309	 -1	 1
9568	 126.399545	 -8.896361	 16.299573	 -1	 0
9605	 125.993132	 3.293639	 22.041391	 -1	 1
11051	 127.052467	 15.343639	 28.189145	 -1	 1
7607	 126.029628	 28.693639	 31.742672	 -1	 1
7615	 126.878632	 40.653639	 34.882911	 -1	 1
6892	 126.820798	 52.593639	 35.575297	 -1	 1
7210	 126.650009	 64.603639	 34.464301	 -1	 1
7177	 127.610510	 87.243639	 28.253601	 -1	 0
8931	 143.808456	 -19.776361	 23.241179	 -1	 0
8895	 143.147143	 -7.236361	 30.895125	 -1	 1
9539	 144.763081	 3.193639	 38.234734	 -1	 1
11114	 145.343893	 15.853639	 44.651357	 -1	 1
11134	 142.931906	 27.373639	 45.925739	 -1	 1
6957	 143.163425	 40.173639	 47.225525	 -1	 1
6915	 143.091822	 53.573639	 45.090580	 -1	 1
7191	 143.191904	 64.643639	 41.203363	 -1	 1
7216	 142.422186	 77.753639	 34.461069	 -1	 1
7864	 161.950270	 -20.246361	 33.960244	 -1	 0
7871	 162.747884	 -7.786361	 44.508037	 -1	 1
11173	 163.122954	 2.933639	 52.666082	 -1	 1
11198	 162.953922	 15.863639	 60.082604	 -1	 1
11166	 162.005526	 28.003639	 62.707434	 -1	 1
6888	 160.921610	 40.003639	 60.651843	 -1	 1
6903	 164.054191	 52.273639	 56.913556	 -1	 1
7188	 162.128785	 65.593639	 46.999220	 -1	 1
7201	 160.329858	 75.693639	 38.848415	 -1	 1
5885	 180.601974	 -20.676361	 40.743890	 -1	 0
7877	 179.197842	 -7.756361	 52.688881	 -1	 1
11167	 179.212940	 2.903639	 62.480243	 -1	 1
8574	 180.584496	 16.063639	 74.124706	 -1	 1
8766	 178.938424	 28.493639	 77.618583	 -1	 1
8740	 180.734284	 40.253639	 73.480387	 -1	 1
8706	 178.443914	 51.763639	 63.079625	 -1	 1
7164	 181.252819	 63.563639	 52.790064	 -1	 1
9344	 182.419381	 76.793639	 40.082077	 -1	 1
9188	 199.250270	 -20.246361	 42.222637	 -1	 0
9214	 198.387884	 -7.786361	 54.676882	 -1	 1
8500	 198.002954	 2.933639	 65.309803	 -1	 1
